id,genres
100,"Crime;Drama;Thriller"
101,"Action;Adventure;Animation;Horror;Sci-Fi"
102,"Animation;Children's"
103,"Animation;Children's;Musical"
104,"Comedy"
105,"Comedy"
106,"Drama;Thriller"
107,"Drama"
108,"Comedy"
109,"Comedy;Sci-Fi"
110,"Action;Adventure;Comedy;War"
111,"Comedy;Romance"
112,"Adventure;Children's"
113,"Drama"
114,"Animation"
115,"Documentary"
116,"Comedy"
117,"Action;Adventure;Thriller"
118,"Action;Adventure;Thriller"
119,"Documentary"
120,"Comedy;Crime"
121,"Action;Sci-Fi;War"
122,"Comedy"
123,"Comedy;Horror"
124,"Drama;Mystery"
125,"Drama;Romance"
126,"Drama"
127,"Action;Crime;Drama"
128,"Action;Thriller"
129,"Crime;Drama;Romance;Thriller"
130,"Crime"
131,"Drama;Romance"
132,"Adventure;Children's;Drama;Musical"
133,"Drama;Romance;War"
134,"Drama"
135,"Drama;Mystery;Sci-Fi;Thriller"
136,"Drama"
137,"Drama"
138,"Children's;Comedy"
139,"Children's;Comedy"
140,"Adventure;Children's"
141,"Adventure;Children's;Fantasy;Sci-Fi"
142,"Adventure;Children's;Musical"
143,"Musical"
144,"Action;Thriller"
145,"Action;Sci-Fi;Thriller"
146,"Drama"
147,"Action;Thriller"
148,"Action;Adventure"
149,"Drama"
150,"Comedy;Drama"
151,"Adventure;Children's;Comedy"
152,"Comedy;Sci-Fi"
153,"Comedy"
154,"Comedy"
155,"Musical;Romance"
156,"Crime;Thriller"
157,"Drama;War"
158,"Comedy"
159,"Mystery;Thriller"
160,"Drama"
161,"Action;Romance"
162,"Drama"
163,"Comedy"
164,"Action;Adventure;Sci-Fi;Thriller"
165,"Drama"
166,"Drama"
167,"Comedy"
168,"Comedy"
169,"Animation;Comedy"
170,"Comedy;Drama;Romance"
171,"Comedy;Sci-Fi"
172,"Action;Adventure;Drama;Romance;Sci-Fi;War"
173,"Action;Adventure;Comedy;Romance"
174,"Action;Adventure"
175,"Sci-Fi"
176,"Action;Sci-Fi;Thriller;War"
177,"Action;Western"
178,"Drama"
179,"Sci-Fi"
180,"Drama;War"
181,"Action;Adventure;Romance;Sci-Fi;War"
182,"Crime;Drama"
183,"Action;Horror;Sci-Fi;Thriller"
184,"Action;Adventure;Comedy;Horror;Sci-Fi"
185,"Horror;Romance;Thriller"
186,"Action;Comedy;Musical"
187,"Action;Crime;Drama"
188,"Action;Drama;War"
189,"Animation;Comedy"
190,"Drama;War"
191,"Drama;Mystery"
192,"Drama"
193,"Drama"
194,"Comedy;Crime"
195,"Action;Sci-Fi;Thriller"
196,"Drama"
197,"Drama;Romance"
198,"Thriller"
199,"Drama;War"
200,"Horror"
201,"Action;Adventure;Comedy;Horror"
202,"Comedy;Romance"
203,"Western"
204,"Comedy;Sci-Fi"
205,"Drama;War"
206,"Adventure;Animation;Sci-Fi;Thriller"
207,"Action;Drama;Romance"
208,"Comedy;Horror"
209,"Comedy;Drama;Musical"
210,"Action;Adventure"
211,"Comedy;War"
212,"Drama"
213,"Drama;Romance"
214,"Drama;Musical;War"
215,"Drama"
216,"Comedy;Romance"
217,"Horror;Romance"
218,"Thriller"
219,"Horror"
220,"Comedy;Romance"
221,"Drama"
222,"Action;Adventure;Sci-Fi"
223,"Drama;Thriller"
224,"Drama"
225,"Children's;Comedy"
226,"Action;Thriller"
227,"Action;Adventure;Sci-Fi"
228,"Action;Adventure;Sci-Fi"
229,"Action;Adventure;Sci-Fi"
230,"Action;Adventure;Sci-Fi"
231,"Action;Adventure;Comedy;Crime"
232,"Action;Comedy;Western"
233,"Action"
234,"Action;Horror"
235,"Action;Comedy;Sci-Fi;War"
236,"Comedy;Drama"
237,"Drama;Romance"
238,"Comedy"
239,"Crime;Drama;Sci-Fi"
240,"Animation;Comedy"
241,"Action;Romance;War"
242,"Comedy"
243,"Children's;Comedy"
244,"Action;Drama;Thriller"
245,"Action;Drama;Thriller;War"
246,"Drama;Romance"
247,"Action;Adventure;Children's"
248,"Comedy;Crime"
249,"Comedy"
250,"Action;Sci-Fi"
251,"Comedy"
252,"Action;Adventure;Sci-Fi;Thriller"
253,"Drama;Romance"
254,"Action;Adventure;Crime"
255,"Comedy;Romance"
256,"Comedy;Romance"
257,"Action;Adventure;Comedy;Sci-Fi"
258,"Drama;Sci-Fi"
259,"Children's;Comedy"
260,"Action;Mystery;Sci-Fi;Thriller"
261,"Children's;Comedy"
262,"Drama"
263,"Action"
264,"Sci-Fi;Thriller"
265,"Action;Thriller"
266,"Action;Adventure"
267,"unknown"
268,"Drama;Romance"
269,"Comedy"
270,"Drama;Sci-Fi;Thriller"
271,"Action;Adventure;Sci-Fi;War"
272,"Drama"
273,"Action;Crime;Thriller"
274,"Comedy;Romance"
275,"Drama;Romance"
276,"Drama;Romance"
277,"Drama"
278,"Drama;Romance"
279,"Drama"
280,"Drama;Romance"
281,"Action;Thriller"
282,"Drama"
283,"Drama;Romance"
284,"Comedy;Romance"
285,"Drama"
286,"Drama;Romance;War"
287,"Drama"
288,"Horror;Thriller"
289,"Drama;Musical"
290,"Comedy"
291,"Mystery;Thriller"
292,"Drama"
293,"Crime;Drama"
294,"Comedy"
295,"Action;Thriller"
296,"Drama"
297,"Drama"
298,"Action;Sci-Fi;Thriller"
299,"Crime;Drama;Film-Noir"
300,"Action;Thriller"
301,"Comedy"
302,"Crime;Film-Noir;Mystery;Thriller"
303,"Drama"
304,"Adventure;Children's"
305,"Drama"
306,"Drama;Romance"
307,"Crime;Horror;Mystery;Thriller"
308,"Children's;Drama;Fantasy"
309,"Crime"
310,"Drama"
311,"Drama;Romance;Thriller"
312,"Comedy;Crime;Drama;Mystery"
313,"Action;Drama;Romance"
314,"Action;Children's"
315,"Drama;Thriller"
316,"Comedy;Drama"
317,"Drama"
318,"Drama;War"
319,"Comedy;Musical;Romance"
320,"Documentary"
321,"Comedy"
322,"Mystery;Thriller"
323,"Action;Thriller"
324,"Mystery"
325,"Drama;Thriller"
326,"Action;Drama;War"
327,"Crime;Drama;Mystery"
328,"Action;Mystery;Romance;Thriller"
329,"Crime;Drama;Thriller"
330,"Drama"
331,"Adventure;Thriller"
332,"Crime;Drama;Thriller"
333,"Mystery;Thriller"
334,"Action;Crime;Mystery"
335,"Comedy"
336,"Crime;Thriller"
337,"Comedy;Drama;Thriller"
338,"Comedy"
339,"Action;Drama"
340,"Drama"
341,"Comedy"
342,"Comedy;Mystery"
343,"Action;Horror;Sci-Fi"
344,"Drama"
345,"Comedy;Drama"
346,"Crime;Drama"
347,"Comedy;Drama"
348,"Crime;Drama;Thriller"
349,"Action;Thriller"
350,"Action;Mystery;Thriller"
351,"Horror"
352,"Comedy;Musical"
353,"Action;Horror;Sci-Fi"
354,"Comedy;Romance"
355,"Adventure;Sci-Fi;Thriller"
356,"Drama;Mystery;Thriller"
357,"Drama"
358,"Action;Adventure;Sci-Fi;Thriller"
359,"Thriller"
360,"Documentary"
361,"Crime;Thriller"
362,"Action;Comedy;Musical"
363,"Action"
364,"Comedy"
365,"Drama"
366,"Drama"
367,"Comedy"
368,"Comedy"
369,"Comedy"
370,"Drama;Thriller"
371,"Drama;Romance"
372,"Comedy"
373,"Action;Adventure;Sci-Fi"
374,"Action;Children's"
375,"Drama"
376,"Comedy"
377,"Children's;Comedy"
378,"Drama"
379,"Horror"
380,"Action;Adventure;Sci-Fi"
381,"Comedy;Romance"
382,"Comedy;Drama"
383,"Children's;Comedy"
384,"Comedy"
385,"Action;Adventure;Comedy;Romance"
386,"Comedy"
387,"Drama"
388,"Action;Comedy"
389,"Adventure;Children's"
390,"Comedy"
391,"Action;Comedy"
392,"Drama"
393,"Comedy"
394,"Comedy;Mystery;Romance"
395,"Comedy"
396,"Comedy;Crime;Horror"
397,"Action"
398,"Action;Adventure;Children's;Sci-Fi"
399,"Action;Adventure;Comedy"
400,"Children's;Comedy"
401,"Comedy"
402,"Comedy;Romance;Thriller"
403,"Action;Adventure;Crime;Drama"
404,"Animation;Children's"
405,"Action;Adventure;Mystery"
406,"Horror;Thriller"
407,"Comedy"
408,"Animation;Comedy;Thriller"
409,"Comedy;Drama"
410,"Comedy"
411,"Comedy;Fantasy;Romance;Sci-Fi"
412,"Comedy"
413,"Horror"
414,"Comedy"
415,"Children's;Comedy;Western"
416,"Children's;Drama"
417,"Children's;Drama"
418,"Animation;Children's;Musical"
419,"Children's;Comedy;Musical"
420,"Animation;Children's;Musical"
421,"Drama;Romance"
422,"Animation;Children's;Comedy"
423,"Children's;Drama;Fantasy;Sci-Fi"
424,"Horror"
425,"Comedy"
426,"Action;Animation;Children's;Sci-Fi;Thriller;War"
427,"Drama"
428,"Comedy"
429,"Drama;Sci-Fi"
430,"Comedy;War"
431,"Action;Adventure"
432,"Animation;Children's;Musical"
433,"Comedy"
434,"Sci-Fi"
435,"Action;Comedy;Western"
436,"Horror"
437,"Horror"
438,"Horror"
439,"Horror"
440,"Horror"
441,"Horror"
442,"Horror"
443,"Horror"
444,"Horror;Sci-Fi"
445,"Horror"
446,"Horror"
447,"Horror"
448,"Horror"
449,"Action;Adventure;Sci-Fi"
450,"Action;Adventure;Sci-Fi"
451,"Comedy;Musical;Romance"
452,"Action;Horror"
453,"Action;Horror"
454,"Drama"
455,"Action"
456,"Action;Comedy"
457,"Adventure;Children's;Drama"
458,"Drama"
459,"Drama"
460,"Drama"
461,"Drama"
462,"Drama;Romance"
463,"Adventure"
464,"Drama"
465,"Adventure;Children's;Romance"
466,"Thriller"
467,"Drama"
468,"Drama"
469,"Drama"
470,"Western"
471,"Drama;War"
472,"Action;Adventure;Fantasy"
473,"Animation;Children's;Musical"
474,"Sci-Fi;War"
475,"Drama"
476,"Comedy"
477,"Children's;Comedy"
478,"Comedy;Romance"
479,"Mystery;Thriller"
480,"Comedy;Thriller"
481,"Comedy;Drama"
482,"Comedy;Crime"
483,"Drama;Romance;War"
484,"Film-Noir;Mystery"
485,"Musical;Romance"
486,"Comedy;Romance"
487,"Comedy;Romance"
488,"Film-Noir"
489,"Film-Noir;Romance;Thriller"
490,"Comedy;Romance;Thriller"
491,"Action;Adventure"
492,"Drama"
493,"Mystery"
494,"Comedy"
495,"Adventure;Comedy"
496,"Drama"
497,"Comedy"
498,"Action;Adventure;Romance;War"
499,"Drama"
500,"Adventure;Children's"
501,"Animation;Children's;Musical"
502,"Comedy;War"
503,"Drama"
504,"Crime;Drama"
505,"Mystery;Thriller"
506,"Drama"
507,"Drama"
508,"Drama"
509,"Drama"
510,"Action;Drama;Western"
511,"Adventure;War"
512,"Comedy;Drama;Romance"
513,"Mystery;Thriller"
514,"Comedy;Romance"
515,"Action;Drama;War"
516,"Comedy"
517,"Comedy;Drama;Romance"
518,"Drama"
519,"Adventure"
520,"Adventure;War"
521,"Drama;War"
522,"Comedy;Drama"
523,"Comedy;Drama"
524,"Comedy"
525,"Film-Noir;Mystery"
526,"Action;Adventure;Drama"
527,"Drama"
528,"Drama;War"
529,"Drama"
530,"Adventure"
531,"Drama;Romance"
532,"Romance"
533,"Mystery"
534,"Drama"
535,"Comedy;Romance"
536,"Drama"
537,"Drama"
538,"Animation;Children's;Musical"
539,"Children's;Comedy"
540,"Action"
541,"Action;Adventure"
542,"Animation;Children's;Musical;Romance"
543,"Drama;Musical"
544,"Crime;Drama;Romance"
545,"Comedy;Romance"
546,"Action;Thriller"
547,"Crime"
548,"Children's;Fantasy"
549,"Drama;Romance;War"
550,"Action;Thriller"
551,"Horror"
552,"Sci-Fi"
553,"Drama;Romance"
554,"Action;Adventure"
555,"Drama"
556,"Western"
557,"Drama;Musical"
558,"Drama;Fantasy;Thriller"
559,"Drama;Horror"
560,"Adventure;Children's;Comedy;Fantasy;Romance;Sci-Fi"
561,"Drama;Horror"
562,"Action;Adventure;Western"
563,"Horror"
564,"Comedy;Horror"
565,"Horror;Thriller"
566,"Action;Adventure;Thriller"
567,"Horror"
568,"Action;Romance;Thriller"
569,"Drama;Horror"
570,"Western"
571,"Comedy;Thriller"
572,"Action;Thriller"
573,"Horror;Sci-Fi;Thriller"
574,"Mystery;Romance;Thriller"
575,"Comedy;Western"
576,"Action;Adventure;Crime"
577,"Comedy;Sci-Fi"
578,"Action;Sci-Fi"
579,"Comedy"
580,"Comedy;Romance"
581,"Drama;Thriller"
582,"Drama;Romance"
583,"Crime;Thriller"
584,"Children's;Drama"
585,"Comedy"
586,"Action"
587,"Drama;Mystery"
588,"Animation;Children's;Musical"
589,"Western"
590,"Action;Horror;Sci-Fi"
591,"Drama;Thriller"
592,"Mystery;Thriller"
593,"War"
594,"Drama;Romance"
595,"Thriller"
596,"Animation;Children's;Musical"
597,"Action;Thriller"
598,"Comedy;Drama"
599,"Action"
600,"Children's"
601,"Adventure;War"
602,"Musical;Romance"
603,"Mystery;Thriller"
604,"Comedy"
605,"Musical"
606,"Drama"
607,"Romance;Thriller"
608,"Mystery;Romance;Thriller"
609,"Comedy"
610,"Musical"
611,"Crime;Film-Noir;Mystery"
612,"Drama"
613,"Comedy"
614,"Drama"
615,"Thriller"
616,"Horror;Sci-Fi"
617,"Drama"
618,"Drama"
619,"Drama;Thriller"
620,"Drama"
621,"Western"
622,"Adventure;Children's"
623,"Children's;Comedy"
624,"Animation;Children's;Musical"
625,"Animation;Children's"
626,"Children's;Drama"
627,"Drama"
628,"Crime;Drama"
629,"Comedy;Musical"
630,"Comedy;Musical"
631,"Action;Drama;Romance;War"
632,"Drama"
633,"Drama"
634,"Documentary"
635,"Horror"
636,"Action;Adventure;Sci-Fi;Thriller"
637,"Comedy;Horror"
638,"Drama"
639,"Drama"
640,"Drama"
641,"Drama;War"
642,"Crime;Drama;Film-Noir"
643,"Drama;Romance"
644,"Documentary"
645,"Documentary"
646,"Western"
647,"Drama;War"
648,"Comedy;Romance"
649,"Crime;Drama;Thriller"
650,"Drama"
651,"Action;Drama;War"
652,"Comedy;Drama"
653,"Crime;Film-Noir;Thriller"
654,"Film-Noir;Mystery;Thriller"
655,"Adventure;Comedy;Drama"
656,"Crime;Film-Noir;Thriller"
657,"Film-Noir;Thriller"
658,"Drama"
659,"Comedy;Mystery;Thriller"
660,"Drama"
661,"Western"
662,"Drama;Romance"
663,"Comedy"
664,"Drama"
665,"Action;Horror;Sci-Fi;Thriller"
666,"Horror"
667,"Horror"
668,"Action;Horror"
669,"Horror"
670,"Horror;Sci-Fi;Thriller"
671,"Horror"
672,"Horror"
673,"Film-Noir;Thriller"
674,"Horror"
675,"Horror"
676,"Drama"
677,"Documentary"
678,"Drama;Thriller"
679,"Action;Adventure"
680,"Action;Adventure"
681,"Horror"
682,"Horror;Mystery;Thriller"
683,"Comedy"
684,"Action;Thriller"
685,"Action;Thriller"
686,"Action;Drama"
687,"Comedy;War"
688,"Comedy"
689,"Action;Thriller"
690,"Drama;War"
691,"Film-Noir;Sci-Fi;Thriller"
692,"Comedy;Drama;Romance"
693,"Drama"
694,"Romance"
695,"Comedy;Drama"
696,"Drama;Thriller"
697,"Drama"
698,"Drama"
699,"Drama"
700,"Comedy"
701,"Documentary"
702,"Comedy;Romance"
703,"Drama"
704,"Drama;Romance"
705,"Musical;Romance"
706,"Horror"
707,"Drama"
708,"Drama"
709,"Comedy;Romance"
710,"Comedy"
711,"Drama"
712,"Comedy;Drama"
713,"Drama"
714,"Drama;Romance"
715,"Comedy;Drama"
716,"Drama;Romance"
717,"Drama;Thriller"
718,"Comedy"
719,"Comedy;War"
720,"Action;Adventure;Drama;Romance"
721,"Comedy"
722,"Comedy"
723,"Comedy;Drama"
724,"Drama;Romance"
725,"Comedy"
726,"Children's;Drama"
727,"Drama;Romance"
728,"Comedy;Sci-Fi"
729,"Drama"
730,"Drama;Romance"
731,"Comedy;Drama;Romance"
732,"Comedy;Romance"
733,"Drama;Romance"
734,"Comedy"
735,"Drama"
736,"Drama;Romance"
737,"Comedy;Drama"
738,"Comedy;Romance"
739,"Comedy;Romance"
740,"Drama;Romance"
741,"Drama;Thriller"
742,"Drama;Thriller"
743,"Action;Thriller"
744,"Drama;War"
745,"Comedy"
746,"Comedy"
747,"Comedy;Romance"
748,"Action;Romance;Thriller"
749,"Comedy;Romance"
750,"Drama"
751,"Action;Romance;Thriller"
752,"Action;Thriller"
753,"Drama"
754,"Crime;Thriller"
755,"Action;Adventure;Children's;Fantasy;Sci-Fi"
756,"Comedy"
757,"Documentary"
758,"Sci-Fi;Thriller"
759,"Action"
760,"Sci-Fi"
761,"Action;Thriller"
762,"Drama"
763,"Comedy"
764,"Comedy;Romance"
765,"Comedy;Romance"
766,"Documentary"
767,"Horror"
768,"Adventure;Children's"
769,"Action;Adventure;Mystery;Sci-Fi"
770,"Crime;Film-Noir;Mystery;Thriller"
771,"Action;Sci-Fi;Thriller"
772,"Drama"
773,"Thriller"
774,"Horror"
775,"Comedy;Drama;Romance"
776,"Drama"
777,"Horror"
778,"Comedy;Drama;Romance"
779,"Action"
780,"Comedy"
781,"Comedy;Romance"
782,"Drama"
783,"Comedy;Romance"
784,"Drama;Horror"
785,"Comedy;Romance"
786,"Comedy;Romance"
787,"Comedy;Drama"
788,"Horror;Thriller"
789,"Comedy;Drama"
790,"Comedy"
791,"Children's"
792,"Comedy"
793,"Comedy"
794,"Drama;Romance"
795,"Children's;Comedy"
796,"Comedy;Romance"
797,"Action;Sci-Fi"
798,"Action"
799,"Drama"
800,"Horror;Thriller"
801,"Comedy"
802,"Action;Adventure;Crime;Thriller"
803,"Action;Drama;War"
804,"Comedy"
805,"Comedy;Mystery"
806,"Action;Crime;Drama"
807,"Drama"
808,"Action;Drama"
809,"Action;Drama;Mystery"
810,"Action"
811,"Documentary"
812,"Adventure;Children's"
813,"Documentary"
814,"Documentary"
815,"Drama;Romance"
816,"Horror"
817,"Drama"
818,"Comedy"
819,"Comedy"
820,"Adventure;Animation;Children's;Comedy;Fantasy"
821,"Comedy;Romance"
822,"Drama"
823,"Crime;Film-Noir;Thriller"
824,"Comedy"
825,"Action;Sci-Fi;Thriller"
826,"Adventure"
827,"Action;Adventure;Thriller"
828,"Adventure;Children's"
829,"Action;Adventure"
830,"Action;Mystery;Thriller"
831,"Action;Adventure;Sci-Fi;Thriller"
832,"Children's;Drama;Fantasy"
833,"Action"
834,"Horror;Thriller"
835,"Comedy;Musical;Romance"
836,"Comedy;Romance"
837,"Drama"
838,"Action"
839,"Horror;Thriller"
840,"Action;Drama;Western"
841,"Action;Thriller"
842,"Children's;Comedy;Drama"
843,"Children's;Comedy"
844,"Crime"
845,"Comedy"
846,"Drama;Romance"
847,"Documentary;Drama"
848,"Film-Noir;Thriller"
849,"Action;Romance"
850,"Documentary"
851,"Drama"
852,"Drama;Thriller"
853,"Comedy;Horror"
854,"Comedy;Horror"
855,"Action;Drama;Mystery;Romance;Thriller"
856,"Comedy;Drama"
857,"Documentary"
858,"Horror"
859,"Comedy;Horror"
860,"Horror;Thriller"
861,"Horror"
862,"Adventure;Children's;Comedy"
863,"Drama"
864,"Comedy"
865,"Drama"
866,"Comedy;Romance"
867,"Drama"
868,"Drama"
869,"Comedy;Romance"
870,"Romance"
871,"Comedy"
872,"Romance"
873,"Comedy;Romance"
874,"Drama"
875,"Drama;Romance"
876,"Action;Comedy"
877,"Adventure;Romance"
878,"Children's;Comedy;Mystery"
879,"Action;Thriller;War"
880,"Drama"
881,"Action;Comedy"
882,"Drama"
883,"Drama"
884,"Documentary"
885,"Horror"
886,"Romance;Thriller"
887,"Drama"
888,"Drama"
889,"Romance"
890,"Action;Adventure"
891,"Drama;War"
892,"Children's;Comedy;Fantasy"
893,"Comedy"
894,"Children's;Comedy"
895,"Horror;Thriller"
896,"Drama"
897,"Action;Adventure;Sci-Fi"
898,"Drama"
899,"Drama"
900,"Drama"
901,"Comedy"
902,"Comedy;Crime;Mystery;Thriller"
903,"Drama;Romance"
904,"Comedy;Drama"
905,"Drama;Romance"
906,"Drama;Romance"
907,"Comedy"
908,"Comedy"
909,"Drama"
910,"Drama"
911,"Crime;Drama"
912,"Action;Thriller"
913,"Comedy"
914,"Crime;Drama;Mystery;Thriller"
915,"Drama"
916,"Action;Sci-Fi;Thriller"
917,"Action;Drama;Thriller"
918,"Romance"
919,"Adventure;Sci-Fi"
920,"Drama"
921,"Drama;Romance"
922,"Western"
923,"Drama"
924,"Adventure;Drama"
925,"Sci-Fi;Thriller"
926,"Comedy"
927,"Drama"
928,"Drama;Horror"
929,"Children's;Comedy"
930,"Action;Adventure;Thriller"
931,"Sci-Fi;Thriller"
932,"Children's;Comedy"
933,"Drama"
934,"Drama"
935,"Drama;War"
936,"Comedy;Drama;Romance"
937,"Drama"
938,"Comedy;Romance"
939,"Drama;Thriller"
940,"Comedy"
941,"Comedy;Drama"
942,"Drama"
943,"Thriller"
944,"Comedy;Drama;War"
945,"Comedy;Mystery;Romance;Thriller"
946,"Animation;Children's"
947,"Adventure;Romance"
948,"Comedy;Romance"
949,"Drama;Romance"
950,"Drama"
951,"Adventure;Children's;Fantasy"
952,"Comedy"
953,"Comedy;Drama"
954,"Documentary"
955,"Drama;Romance"
956,"Drama"
957,"Comedy"
958,"Drama"
959,"Comedy"
960,"Drama"
961,"Drama"
962,"Drama"
963,"Drama;Thriller"
964,"Comedy;Drama"
965,"Comedy;Musical"
966,"Romance"
967,"Drama"
968,"Musical"
969,"Animation;Children's"
970,"Comedy"
971,"Comedy;War"
972,"Drama"
973,"Documentary"
974,"Drama;Thriller"
975,"Thriller"
976,"Action;Sci-Fi;Thriller"
977,"Action"
978,"Mystery;Thriller"
979,"Drama;Thriller"
980,"Drama"
981,"Drama"
982,"Action;Adventure;Thriller"
983,"Thriller"
984,"Thriller"
985,"Drama"
986,"Thriller"
987,"Thriller"
988,"Comedy;Romance"
989,"Animation;Children's;Musical"
990,"Drama;Romance"
991,"Crime"
992,"Comedy;Thriller"
993,"Adventure;Animation;Children's;Comedy;Musical"
994,"Drama"
995,"Comedy"
996,"Children's;Comedy"
997,"Comedy"
998,"Comedy"
999,"Comedy"
1000,"Comedy;Western"
1001,"Comedy"
1002,"Comedy"
1003,"Children's;Comedy;Mystery"
1004,"Drama;Western"
1005,"Drama"
1006,"Drama;Sci-Fi"
1007,"Comedy"
1008,"Drama"
1009,"Drama"
1010,"Drama"
1011,"Crime"
1012,"Comedy;Drama"
1013,"Action;Adventure;Thriller"
1014,"Comedy"
1015,"Children's;Drama"
1016,"Action;Adventure;Thriller"
1017,"Drama"
1018,"Drama"
1019,"Action;Thriller"
1020,"Mystery;Thriller"
1021,"Drama"
1022,"Documentary"
1023,"Comedy"
1024,"Romance"
1025,"Action;Drama;Thriller"
1026,"Comedy;Drama"
1027,"Action"
1028,"Comedy;Romance"
1029,"Comedy"
1030,"Comedy"
1031,"Adventure;Children's"
1032,"Children's;Comedy"
1033,"Adventure;Children's"
1034,"Action;Adventure"
1035,"Comedy"
1036,"Comedy;Fantasy"
1037,"Comedy;Musical;Romance"
1038,"Thriller"
1039,"Drama"
1040,"Comedy;Romance"
1041,"Comedy;Romance"
1042,"Mystery;Thriller"
1043,"Comedy"
1044,"Comedy;Drama"
1045,"Drama"
1046,"Thriller"
1047,"Comedy"
1048,"Comedy;Romance"
1049,"Comedy"
1050,"Drama;Romance"
1051,"Comedy"
1052,"Comedy;Horror"
1053,"Drama"
1054,"Comedy"
1055,"Drama"
1056,"Horror"
1057,"Comedy"
1058,"Adventure;Drama"
1059,"Comedy"
1060,"Adventure;Children's"
1061,"Comedy;Drama"
1062,"Drama"
1063,"Children's;Drama"
1064,"Crime;Film-Noir"
1065,"Documentary;War"
1066,"Animation;Children's"
1067,"Comedy"
1068,"Drama"
1069,"Crime;Drama;Thriller"
1070,"Comedy"
1071,"Comedy"
1072,"Comedy;Romance"
1073,"Thriller"
1074,"Comedy;Drama"
1075,"Drama"
1076,"Action;Adventure;Animation;Children's;Fantasy"
1077,"Thriller"
1078,"Animation;Children's"
1079,"Comedy;Musical"
1080,"Comedy"
1081,"Crime"
1082,"Drama"
1083,"Crime;Thriller"
1084,"Documentary"
1085,"Drama;Romance"
1086,"Drama"
1087,"Action"
1088,"Action"
1089,"Action;Romance;Thriller"
1090,"Thriller"
1091,"Adventure;Animation;Children's;Musical"
1092,"Comedy"
1093,"Comedy"
1094,"Comedy"
1095,"Comedy"
1096,"Romance"
1097,"Drama"
1098,"Comedy"
1099,"Drama"
1100,"Comedy;Drama;Romance"
1101,"Drama;Mystery"
1102,"Comedy;Romance"
1103,"Comedy;Drama"
1104,"Comedy;Crime;Drama"
1105,"Action;Adventure;Thriller"
1106,"Crime;Drama"
1107,"Drama"
1108,"Drama"
1109,"Drama;Thriller"
1110,"Action;Comedy;Musical;Sci-Fi"
1111,"Drama"
1112,"Drama"
1113,"Drama"
1114,"Comedy"
1115,"Comedy;Drama;Romance"
1116,"Adventure"
1117,"Drama"
1118,"Comedy"
1119,"Drama;Romance"
1120,"Comedy"
1121,"Drama;Musical"
1122,"Crime;Drama"
1123,"Drama"
1124,"Romance;War"
1125,"Thriller"
1126,"Adventure;Drama"
1127,"Drama"
1128,"Documentary"
1129,"Drama;Mystery;Romance"
1130,"Documentary"
1131,"Thriller"
1132,"Drama;Romance"
